DRS;DRSNOME;REGSAUDE;MUNICIPIO;CNES;NOME;GESTAO;GRUPO_DE_HOSPITAIS;LEITOS_CLIN_ANTERIOR_A_COVID;LEITOS_CLIN_SUS;LEITOS_CLIN_EXISTENTE_CONVERTIDO_PARA_COVID;LEITO_CLINICO_AMPLIADO_EM_FUNCIONAMENTO;LEITO_CLINICO_PARA_AMPLIACAO_FUTURA;UTI_ADULTO_EXISTE;UTI_ADULTO_SUS;UTI_ADULTO_EXISTENTE_CONVERTIDO_PARA_COVID;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_1;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_2;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_3;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_4;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_5;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_6
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;2079720.0;"HOSPITAL GUILHERME ALVARO
SANTOS";E;Estaduais-Direta;46;46;14;0;0;21;21;11;9;0;0;0;0;11
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;2080354.0;HOSPITAL SANTO ANTONIO SANTOS;M;Priv.s. fins lucrativos;74;47;0;0;0;18;9;0;4;0;5;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;2698471.0;"SECAO HOSPITAL MUNICIPAL DR
ARTHUR DOMINGUES PINTO";M;Municipais;51;51;0;19;0;0;0;0;0;0;13;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;6998704.0;"COMPLEXO HOSPITALAR DOS
ESTIVADORES";M;Municipais;140;140;18;30;0;17;0;0;10;0;10;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;2042894.0;"SECAO PRONTO SOCORRO CENTRAL
SEPROS C";M;Municipais;49;49;0;0;0;5;5;0;0;5;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;102792.0;"HOSPITAL DE CAMPANHA UPA
CENTRAL";M;Municipais;0;0;0;56;0;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;102806.0;HOSPITAL DE CAMPANHA UPA LESTE;M;Municipais;0;0;0;41;0;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;104809.0;HOSPITAL DE CAMPANHA UNIMED;M;Municipais;0;0;0;0;25;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;104795.0;HOSPITAL DE CAMPANHA VITÓRIA;M;Municipais;0;0;0;16;94;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;102571.0;HOSPITAL DE CAMPANHA AFIP;M;Municipais;0;0;0;26;0;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SAO VICENTE;2080729.0;HOSPITAL SAO JOSE SAO VICENTE;M;Priv.s. fins lucrativos;45;0;0;20;0;10;6;0;0;0;10;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SAO VICENTE;3021378.0;"HOSPITAL MUNICIPAL DE SAO
VICENTE";M;Municipais;56;52;0;10;0;10;6;0;0;4;9;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SAO VICENTE;3021378.0;HOSPITAL DE CAMPANHA INSULAR;M;Municipais;0;0;0;0;20;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SAO VICENTE;7371349.0;"HOSPITAL DR OLAVO HORNEAUX DE
MOURA SAO VICENTE";M;Municipais;20;20;0;20;0;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;SAO VICENTE;;"HOSPITAL DE CAMPANHA AREA
CONTINENTAL";M;Municipais;0;0;15;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;BARRETOS;2090236.0;FUNDACAO PIO XII BARRETOS;E;Priv.s. fins lucrativos;88;88;0;0;0;20;20;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;BARRETOS;5033543.0;CASA TRANSITORIA ANDRE LUIZ;E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;BARRETOS;2092611.0;SANTA CASA DE BARRETOS;M;Priv.s. fins lucrativos;54;48;0;0;0;34;30;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;BARRETOS;9662561.0;HOSPITAL DE AMOR NOSSA SENHORA;M;Priv.s. fins lucrativos;14;0;0;16;0;8;0;0;0;36;0;0;0;0
5;BARRETOS;Norte - Barretos;CAJOBI;2081296.0;HOSPITAL JOAO DEPIERI DE CAJOBI;M;Priv.s. fins lucrativos;16;14;5;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;COLINA;2095912.0;HOSPITAL JOSE VENANCIO;M;Priv.s. fins lucrativos;19;14;9;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;GUAIRA;2078414.0;SANTA CASA DE GUAIRA;M;Priv.s. fins lucrativos;24;17;11;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;JABORANDI;2023865.0;"HOSPITAL MUNICIPAL DR AMADEU
PAGLIUSO";M;Municipais;8;8;3;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Norte - Barretos;OLIMPIA;2082845.0;SANTA CASA DE OLIMPIA;M;Priv.s. fins lucrativos;28;13;8;0;0;7;5;0;3;0;2;0;0;0
5;BARRETOS;Sul - Barretos;BEBEDOURO;2082381.0;HOSPITAL MUNICIPAL DE BEBEDOURO JULIA PINTO CALDEIRA;M;Municipais;20;20;12;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Sul - Barretos;MONTE AZUL PAULISTA;2053500.0;HOSPITAL SENHOR BOM JESUS;M;Priv.s. fins lucrativos;18;13;6;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Sul - Barretos;MONTE AZUL PAULISTA;2053519.0;"MATERNIDADE FERNANDO
MAGALHAES";M;Priv.s. fins lucrativos;14;13;5;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Sul - Barretos;TERRA ROXA;2083213.0;HOSPITAL TERRA ROXA;M;Priv.s. fins lucrativos;20;19;5;0;0;0;0;0;0;0;0;0;0;0
5;BARRETOS;Sul - Barretos;VIRADOURO;2092093.0;"HOSPITAL E MATERNIDADE SAO
VICENTE DE PAULO VIRADOURO";M;Priv.s. fins lucrativos;24;14;26;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;AGUDOS;2774720.0;HOSPITAL DE AGUDOS;M;Priv.s. fins lucrativos;22;12;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;AREALVA;2791668.0;SANTA CASA DE AREALVA;M;Priv.s. fins lucrativos;26;15;4;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;BAURU;2790564.0;HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU;E;Estaduais-Universitarios;1;1;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;BAURU;2790580.0;MATERNIDADE SANTA ISABEL;E;Estaduais-OSS;1;1;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;BAURU;2790734.0;"INSTITUTO LAURO DE SOUZA LIMA
BAURU";E;Estaduais-Direta;22;22;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;BAURU;2790556.0;HOSPITAL DE BASE DE BAURU;E;Estaduais-OSS;67;67;0;16;0;28;28;0;0;0;0;0;0;0
6;BAURU;Bauru;BAURU;2790602.0;HOSPITAL ESTADUAL BAURU;E;Estaduais-OSS;155;155;31;17;0;20;20;20;9;0;0;0;0;0
6;BAURU;Bauru;DUARTINA;2790637.0;HOSPITAL SANTA LUZIA DUARTINA;M;Priv.s. fins lucrativos;42;36;5;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;IACANGA;2791714.0;SANTA CASA DE IACANGA;M;Priv.s. fins lucrativos;15;13;3;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;LENCOIS PAULISTA;2077582.0;"HOSPITAL NOSSA SENHORA DA
PIEDADE";M;Priv.s. fins lucrativos;28;21;10;0;0;5;0;0;0;0;0;0;0;0
6;BAURU;Bauru;MACATUBA;2082942.0;SANTA CASA DE MACATUBA;M;Priv.s. fins lucrativos;18;8;12;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;PEDERNEIRAS;2791749.0;SANTA CASA DE PEDERNEIRAS;M;Priv.s. fins lucrativos;38;28;16;0;0;0;0;0;8;0;0;0;0;0
6;BAURU;Bauru;PIRAJUI;2790998.0;"LAR IRMA DULCE NA PROVIDENCIA DE
DEUS PIRAJUI";E;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;PIRAJUI;2080370.0;SANTA CASA DE PIRAJUI;M;Priv.s. fins lucrativos;14;11;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Bauru;PIRATININGA;2791757.0;SANTA CASA DE PIRATININGA;M;Priv.s. fins lucrativos;24;21;8;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;BARIRI;2791676.0;SANTA CASA DE BARIRI;M;Priv.s. fins lucrativos;21;15;10;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;BARRA BONITA;2082632.0;"HOSPITAL E MATERNIDADE SAO JOSE
BARRA BONITA";M;Priv.s. fins lucrativos;35;23;13;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;BOCAINA;2791730.0;"SANTA CASA DE MISERICORDIA DE
BOCAINA";M;Priv.s. fins lucrativos;20;18;6;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;BROTAS;2081784.0;"HOSPITAL SANTA THEREZINHA
BROTAS";M;Priv.s. fins lucrativos;19;16;4;3;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;DOIS CORREGOS;2791692.0;SANTA CASA DE DOIS CORREGOS;M;Priv.s. fins lucrativos;29;21;5;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;ITAPUI;2079224.0;HOSPITAL SAO JOSE;M;Priv.s. fins lucrativos;16;16;5;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;JAU;2083086.0;HOSPITAL AMARAL CARVALHO JAU;E;Priv.s. fins lucrativos;58;29;0;0;0;20;16;0;0;0;0;0;0;0
6;BAURU;Jau;JAU;2790653.0;HOSPITAL TEREZA PERLATTI JAU;E;Priv.s. fins lucrativos;80;40;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Jau;JAU;2791722.0;SANTA CASA DE JAU;M;Priv.s. fins lucrativos;94;60;8;8;0;35;24;5;10;0;0;0;0;0
6;BAURU;Jau;TORRINHA;2080605.0;"HOSPITAL PADRE NICANOR MERINO
TORRINHA";M;Priv.s. fins lucrativos;12;9;6;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Lins;CAFELANDIA;2791684.0;SANTA CASA DE CAFELANDIA;M;Priv.s. fins lucrativos;23;18;19;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Lins;GETULINA;2791706.0;SANTA CASA DE GETULINA;M;Priv.s. fins lucrativos;38;27;5;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Lins;LINS;2081725.0;CAIS CLEMENTE FERREIRA DE LINS;E;Estaduais-Direta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Lins;LINS;2758245.0;SANTA CASA DE LINS;M;Priv.s. fins lucrativos;15;13;15;28;0;10;8;5;0;0;0;0;0;0
6;BAURU;Lins;PROMISSAO;2790610.0;HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO;E;Estaduais-Direta;14;14;15;0;0;8;8;0;2;0;0;0;0;0
6;BAURU;Polo Cuesta;BOTUCATU;2090309.0;CENTRO DE ATENCAO INTEGRAL A SAUDE CANTIDIO DE MOURA CAMPOS;E;Estaduais-Direta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Polo Cuesta;BOTUCATU;2748223.0;"HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE
BOTUCATU";E;Estaduais-Universitarios;149;146;50;50;0;30;30;6;16;0;0;0;0;14
6;BAURU;Polo Cuesta;CONCHAS;7210094.0;HOSPITAL MUNICIPAL DE CONCHAS;M;Municipais;10;10;2;4;2;0;0;0;0;0;0;0;0;0
6;BAURU;Polo Cuesta;ITATINGA;2076942.0;HOSPITAL DE ITATINGA;M;Priv.s. fins lucrativos;12;6;3;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Polo Cuesta;LARANJAL PAULISTA;2079976.0;SANTA CASA DE LARANJAL PAULISTA;M;Priv.s. fins lucrativos;22;16;10;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Polo Cuesta;SAO MANUEL;2080443.0;"HOSPITAL DA CASA PIA SAO VICENTE
DE PAULA";M;Priv.s. fins lucrativos;7;6;9;0;0;0;0;0;3;0;0;0;0;0
6;BAURU;Vale do Jurumirim;ARANDU;2077515.0;"HOSPITAL SAO VICENTE DE PAULA DE
ARANDU";M;Municipais;5;5;0;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;AVARE;2083604.0;SANTA CASA DE AVARE;M;Priv.s. fins lucrativos;68;38;6;0;0;10;9;3;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;CERQUEIRA CESAR;2090333.0;SANTA CASA DE CERQUEIRA CESAR;M;Priv.s. fins lucrativos;25;18;5;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;FARTURA;2092638.0;SANTA CASA DE FARTURA;M;Priv.s. fins lucrativos;8;5;7;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;ITAI;2093227.0;"IRMANDADE DA SANTA CASA DE
MISERICORDIA DE ITAI";M;Priv.s. fins lucrativos;18;18;5;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;ITAPORANGA;2751674.0;"HOSPITAL E MATERNIDADE NOSSA
SENHORA DAS GRACAS";M;Priv.s. fins lucrativos;25;13;8;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;PARANAPANEMA;6603378.0;"HOSPITAL MUNICIPAL LEONARDUS
VAN MELLIS";M;Municipais;9;9;6;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;PIRAJU;2081350.0;HOSPITAL DE PIRAJU;M;Priv.s. fins lucrativos;35;25;11;0;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;TAGUAI;2082934.0;"SANTA CASA DE MISERICORDIA DE
TAGUAI";M;Priv.s. fins lucrativos;12;10;2;2;0;0;0;0;0;0;0;0;0;0
6;BAURU;Vale do Jurumirim;TAQUARITUBA;2079879.0;SANTA CASA DE TAQUARITUBA;M;Priv.s. fins lucrativos;20;12;5;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Braganca;ATIBAIA;5366828.0;SANTA CASA DE ATIBAIA;M;Priv.s. fins lucrativos;20;20;0;0;0;6;0;0;0;0;0;0;0;0
7;CAMPINAS;Braganca;BRAGANCA PAULISTA;2688433.0;"SANTA CASA DE MISERICORDIA DE
BRAGANCA PAULISTA";M;Priv.s. fins lucrativos;73;26;43;0;0;19;4;4;0;0;0;6;0;0
7;CAMPINAS;Braganca;BRAGANCA PAULISTA;2704900.0;HOSPITAL UNIVERSITARIO SAO FRANCISCO NA PROVIDENCIA DE DEUS;E;Priv.s. fins lucrativos;29;29;10;0;0;20;15;7;10;0;0;0;0;0
7;CAMPINAS;Braganca;BRAGANCA PAULISTA;7101090.0;HOSPITAL DE OLHOS BRAGANCA;M;Privado;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Braganca;BRAGANCA PAULISTA;9549846.0;HOSPITAL BRAGANTINO;M;Privado;16;0;5;0;0;10;0;5;0;10;0;0;0;0
7;CAMPINAS;Braganca;JOANOPOLIS;2086719.0;"SANTA CASA DE MISERICORDIA DE
JOANOPOLIS";M;Municipais;9;9;2;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Braganca;NAZARE PAULISTA;2084023.0;"HOSPITAL MUNICIPAL DE NAZARE
PAULISTA";M;Municipais;11;11;4;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Braganca;PIRACAIA;2079852.0;SANTA CASA DE PIRACAIA;M;Priv.s. fins lucrativos;15;13;4;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Braganca;SOCORRO;2079704.0;"HOSPITAL DR RENATO SILVA DE
SOCORRO";M;Priv.s. fins lucrativos;32;30;15;15;0;0;0;0;7;0;0;0;0;0
7;CAMPINAS;Circuito das aguas;AGUAS DE LINDOIA;2077558.0;HOSPITAL GERAL DR FRANCISCO TOZZI;M;Priv.s. fins lucrativos;22;15;10;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Circuito das aguas;AMPARO;2084317.0;CLINICA FAZENDA PALMEIRAS;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Circuito das aguas;AMPARO;2078848.0;SANTA CASA ANNA CINTRA;M;Priv.s. fins lucrativos;32;12;7;0;0;9;7;1;0;6;0;0;0;0
7;CAMPINAS;Circuito das aguas;AMPARO;2082195.0;"BENEFICENCIA PORTUGUESA DE
AMPARO";M;Priv.s. fins lucrativos;16;6;6;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Circuito das aguas;SERRA NEGRA;2081393.0;"HOSPITAL SANTA ROSA DE LIMA DE
SERRA NEGRA";M;Priv.s. fins lucrativos;19;12;8;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Jundiai;CABREUVA;2079313.0;HOSPITAL SAO ROQUE CABREUVA;M;Priv.s. fins lucrativos;6;2;2;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Jundiai;CAMPO LIMPO PAULISTA;2087219.0;"HOSPITAL DE CLINICAS CAMPO LIMPO
PAULISTA";M;Municipais;16;16;13;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Jundiai;ITUPEVA;2078538.0;"HOSPITAL NOSSA SENHORA
APARECIDA";M;Priv.s. fins lucrativos;20;20;12;0;0;9;0;0;0;9;0;0;0;0
7;CAMPINAS;Jundiai;JUNDIAI;2716801.0;HOSPITAL DA CRIANCA GRENDACC;M;Priv.s. fins lucrativos;8;5;1;0;0;0;0;1;0;0;0;0;0;0
7;CAMPINAS;Jundiai;JUNDIAI;3012212.0;HU HOSPITAL UNIVERSITARIO;M;Municipais;13;6;10;0;0;6;6;4;0;0;0;0;0;0
7;CAMPINAS;Jundiai;JUNDIAI;3759660.0;HOSPITAL DIA OFTALMOLOGICO;M;Privado;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Jundiai;JUNDIAI;2786435.0;HCSVP HOSPITAL SAO VICENTE;M;Priv.s. fins lucrativos;75;68;55;0;0;31;31;16;0;46;0;0;0;0
7;CAMPINAS;Jundiai;JUNDIAI;7573162.0;HOSPITAL REGIONAL DE JUNDIAI;E;Estaduais-OSS;25;25;0;8;0;16;10;0;0;0;0;0;0;0
7;CAMPINAS;Jundiai;LOUVEIRA;2079917.0;SANTA CASA DE LOUVEIRA;M;Priv.s. fins lucrativos;9;8;2;0;0;4;0;0;0;0;0;0;0;0
7;CAMPINAS;Jundiai;VARZEA PAULISTA;3949621.0;"HOSPITAL MUNICIPAL DR AUCIPIO DA
SILVA OLIVEIRA JUNIOR";M;Municipais;26;24;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;AMERICANA;2081733.0;SEARA HOSPITAL PSIQUIATRICO;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;AMERICANA;2058790.0;"HOSPITAL MUNICIPAL DR WALDEMAR
TEBALDI";M;Municipais;39;39;5;0;0;9;6;1;10;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;AMERICANA;2082179.0;"HOSPITAL SAO FRANCISCO DE
AMERICANA";M;Priv.s. fins lucrativos;22;0;0;0;0;10;0;0;10;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2081482.0;BOLDRINI CAMPINAS;E;Priv.s. fins lucrativos;50;35;3;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2084252.0;SOBRAPAR CAMPINAS;E;Priv.s. fins lucrativos;0;0;0;0;0;1;1;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2022621.0;MATERNIDADE DE CAMPINAS;M;Priv.s. fins lucrativos;11;3;0;0;0;6;3;0;4;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2022648.0;"HOSPITAL IRMAOS PENTEADO E
SANTA CASA DE CAMPINAS";M;Priv.s. fins lucrativos;61;31;0;0;0;17;1;0;10;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2078465.0;"REAL SOCIEDADE PORTUGUESA DE
BENEFICENCIA";M;Priv.s. fins lucrativos;62;32;0;0;0;37;10;20;13;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2079798.0;"HOSPITAL DAS CLINICAS DA UNICAMP
DE CAMPINAS";E;Estaduais-Universitarios;163;163;18;30;60;59;59;13;13;5;19;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2081490.0;"HOSPITAL MUNICIPAL DR MARIO
GATTI CAMPINAS";M;Municipais;45;45;16;0;0;16;16;13;40;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2082128.0;"HOSPITAL E MATERNIDADE CELSO
PIERRO";M;Priv.s. fins lucrativos;80;52;0;0;0;29;17;0;12;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;6053858.0;"COMPLEXO HOSPITALAR PREFEITO
EDIVALDO ORSI";M;Municipais;83;83;8;0;0;40;40;30;15;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;34053.0;HOSPITAL ESTADUAL DE COVID 19 CAMPINAS;E;ESTADUAL-AME;0;0;0;15;0;0;0;0;0;0;0;0;0;15
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;9806342.0;"HOSPITAL SAMARITANO DE
CAMPINAS";M;Privado;3;0;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2081946.0;CASA DE SAUDE;M;Privado;62;0;18;0;0;11;0;9;0;8;0;0;0;6
7;CAMPINAS;Reg. Metrop. Campinas;CAMPINAS;2811626.0;"HOSPITAL METROPOLITANO
CAMPINAS";M;Privado;7;0;0;31;0;9;0;0;0;15;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;COSMOPOLIS;9639659.0;"SANTA CASA DE MISERICORDIA DE
COSMOPOLIS";M;Priv.s. fins lucrativos;30;21;20;0;0;2;0;0;0;5;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;HORTOLANDIA;2087715.0;"HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO
COVAS";M;Municipais;25;25;9;0;0;0;0;0;0;0;10;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;HORTOLANDIA;110612.0;"UNIDADE RESPIRATÓRIA NOVA
HORTOLANDIA";M;Municipais;0;0;0;0;0;0;0;0;0;0;10;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;INDAIATUBA;2084244.0;IRPSI;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;INDAIATUBA;2784602.0;"HOSPITAL AUGUSTO DE OLIVEIRA
CAMARGO";M;Priv.s. fins lucrativos;54;53;23;18;37;23;20;11;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;ITATIBA;2023709.0;"SANTA CASA DE MISERICORDIA DE
ITATIBA";M;Priv.s. fins lucrativos;31;13;12;0;0;10;3;3;0;10;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;ITATIBA;2080206.0;HOSPITAL ITATIBA;M;Privado;4;3;58;0;0;2;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;JAGUARIUNA;2023474.0;"HOSPITAL MUNICIPAL WALTER
FERRARI";M;Municipais;25;25;20;12;0;0;0;0;0;6;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;MONTE MOR;2078341.0;ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS;M;Priv.s. fins lucrativos;5;5;6;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;MORUNGABA;6680968.0;"HOSPITAL MUNICIPAL SANTO
ANTONIO";M;Municipais;6;6;3;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;NOVA ODESSA;2058308.0;"HOSPITAL MUNICIPAL DR ACILIO
CARREON GARCIA";M;Municipais;17;17;6;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;PAULINIA;2081059.0;HOSPITAL MUNICIPAL DE PAULINIA;M;Municipais;28;28;11;0;0;6;4;4;0;10;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;PEDREIRA;2078422.0;FUNBEPE PEDREIRA;M;Municipais;23;23;32;0;0;0;0;0;0;10;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;PEDREIRA;7822421.0;"HOSPITAL E MATERNIDADE
HUMBERTO PIVA";M;Municipais;23;23;0;0;0;0;0;0;0;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;SANTA BARBARA D'OESTE;2079232.0;HOSPITAL SANTA BARBARA;M;Priv.s. fins lucrativos;75;40;5;0;0;9;8;0;0;0;5;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;SUMARE;2083981.0;HOSPITAL ESTADUAL SUMARE;E;Estaduais-OSS;34;34;34;0;0;18;18;7;24;0;0;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;VALINHOS;2097877.0;"IRMANDADE DA SANTA CASA DE
MISERICORDIA DE VALINHOS";M;Priv.s. fins lucrativos;40;30;26;0;0;26;4;4;0;0;8;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;VINHEDO;2699915.0;SANTA CASA DE VINHEDO;M;Priv.s. fins lucrativos;27;21;14;0;0;18;0;0;0;0;5;0;0;0
7;CAMPINAS;Reg. Metrop. Campinas;ARTUR NOGUEIRA;9208127.0;"INSTITUTO MEDIZIN DE SAÚDE -
IMEDIS";M;Municipais;5;0;0;0;0;0;0;0;0;0;0;0;0;8
8;FRANCA;Alta Anhanguera;IPUA;2080451.0;SANTA CASA DE IPUA;M;Priv.s. fins lucrativos;35;29;4;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Alta Anhanguera;MORRO AGUDO;2745801.0;"HOSPITAL SAO MARCOS MORRO
AGUDO";M;Priv.s. fins lucrativos;17;11;0;0;0;0;0;0;0;0;0;0;0;0
8;FRANCA;Alta Anhanguera;ORLANDIA;2745798.0;"HOSPITAL BENEFICENTE SANTO
ANTONIO ORLANDIA";M;Priv.s. fins lucrativos;36;22;9;0;0;0;0;0;0;0;0;0;0;0
